Name,Country,Status,Formed In,Genre,Theme,Active,Spotify Popularity,Total Followers On Spotify
South Bronx Paradise,United States,Active,2009,Death Metal/Deathcore,Unknown,2009-present,0,0
South Legion,Brazil,Active,2007,Death/Black Metal,Local history| Heritage| Patriotism| War| Sacrifice| Honor,2007-present,0,0
Southern,Italy,Split-up,2002,Death/Thrash Metal,Society| Despair| Violence,2002-?,0,0
Southern Extremity,Italy,Active,2008,Black/Death Metal,Unknown,2008-present,0,0
Southern Realm,United States,Split-up,2004,Thrash/Death Metal,Religion| Death| Societal Problems,2003-2004 (as Gomorrah)| 2004-2006,0,0
SoVT,Indonesia,Unknown,2007,Death Metal/Grindcore,Social| Individual Conflicts,1997-2007 (as Authority)| 2007-?,0,0
Space Ritual,Poland,Changed name,1992,Thrash/Death Metal,Sadness| Fear| Suicide,1992-1998| 2001-present (as Ritual),0,0
Sparrow Mutant,Ukraine,Split-up,n,Death Metal/Grindcore,Unknown,,0,0
Spasm,France,Unknown,2003,Death Metal/Hardcore,Unknown,2003-?,0,0
Spasm,Peru,Split-up,1989,Death Metal/Grindcore,Sicknesses| Nihilism,1989-1992,0,0
Spasticated Razor Masturbator,United Kingdom,Split-up,2003,Grindcore/Death Metal,Unknown,2003-?,0,0
Spawn,Netherlands,Active,1995,Death/Doom Metal,Religion| Depression| Death,1995-present,0,0
Spawn Malediction,Brazil,Split-up,n,Death Metal/Grindcore,Splatter| Rage,,0,0
Spazmosity,Sweden,Active,1994,Black/Death Metal,Mythical| War| Death,1994-2012| 2015-present,0,0
Spearhead,Austria,Split-up,1998,Thrash/Death Metal,Life| Fiction,1990-1997 (as Sarcastic Murder)| 1997-1999 (as Speerhead)| 1999-?,2,467
Spearhead,Germany,Split-up,2000,Death Metal/Grindcore,Sociocritical,2000-?,2,467
Spearhead,United Kingdom,Active,2005,Black/Death Metal,War| Historical| Philosophy,2005-present,2,467
Spectral,Chile,Active,2012,Death/Thrash Metal,Unknown,2012-present,0,0
Spectral Birth,Australia,Split-up,1988,Death/Thrash Metal,Nightmares| torture| spirits,1986-1988 (as Incubus)| 1988-1994,0,0
Spectral Forge,United States,Split-up,1998,Death/Black Metal,Unknown,1998-?,0,0
Spectral Manifest,United States,Active,2005,Black/Death Metal,Darkness| Mysticism| Depravity| Metal,2005-present,0,0
Spectral Manifestation,United States,Split-up,2011,Death/Black Metal,Lovecraft| Occult,2011-2013,0,0
Spectral Silence,Germany,Unknown,2005,Doom/Death Metal,Darkness| Ruin| Desolation| Obscurity,2005-?,0,0
Spectral Voice,United States,Active,2012,Death/Doom Metal,Horror| Death| Other worlds,2012-present,21,17768
Spectre Dragon,Germany,Changed name,1991,Death/Thrash Metal,Unknown,1991-2007| 2007-present (as Lost World Order),0,0
Speed,United States,Split-up,2010,Death/Thrash Metal,War| Death| Satan| Undead rape,2010-2012,0,0
Speed Chamber,United States,Active,2005,Death/Thrash Metal,Unknown,2005-present,0,0
Speedguru,Netherlands,On hold,2012,Doom/Death Metal,Unknown,2012-2013,0,0
Spellbinder,Estonia,Split-up,2001,Thrash/Death Metal,Unknown,2001-?,0,0
Sperma Syndrome,Indonesia,Active,2010,Death Metal/Deathcore,Porn| Human Anatomy,2010-present,0,0
Spermatozoid,Indonesia,Active,n,Death Metal/Grindcore,Unknown,,0,0
SpermBloodShit,Italy,Active,2007,Death Metal/Grindcore,Sexual Perversions| Gore| Humour,2007-present,0,0
Spermogoat,Ecuador,Active,2009,Black/Death Metal,Barbarism| Occultism| Goat worship,2009-present,0,0
Spider Kickers,Greece,Active,1986,Thrash/Death Metal,Alcohol| Death| Violence| Society,1986-present,0,0
Spider Soup,United States,Split-up,1991,Death/Doom Metal,Unknown,1991-?,0,0
Spina Bifida,Netherlands,Active,1990,Death/Doom Metal,Unknown,1990-?| 2010-present,0,0
Spina Cristi,Brazil,Split-up,2006,Thrash/Death Metal,Political & Social Issues,2006-?,0,0
Spinage,United States,Active,2007,Thrash/Death Metal,Unknown,2007-present,0,0
Spinal Cord,Poland,Active,1999,Death/Thrash Metal,Death| Life| Anger,1999-present,0,0
Spinal Remains,United States,Split-up,1987,Grindcore/Death Metal,Unknown,? (as Morbid Scum)| ? (as Morbid Remains)| 1987-?,0,0
Spinebreaker,United States,Active,2013,Death Metal/Hardcore,Hatred| Suicide,2013-present,0,0
Spiral Madness,Poland,Split-up,1996,Thrash/Death Metal,Unknown,1996-?,0,0
Spirit Crusher,Poland,Changed name,2010,Death/Thrash Metal,War| Destruction| Prophecies,2010-2012| 2012-present (as Carnes),0,0
Spirit of Rebellion,Canada,Active,2001,Death/Black Metal,Unknown,2001-present,0,0
Spirit of the Future Sun,Germany,Active,2006,Death Metal/Metalcore,Unknown,2006-present,0,0
Spirits of Darkness,Germany,Active,2006,Death/Thrash Metal,Unknown,2006-present,0,0
Spiritual Bleeding,Greece,Split-up,2004,Death/Thrash Metal,Society problems| personal thoughts,2004-?,0,0
Spiritual Ceremony,Italy,Split-up,1992,Death/Doom Metal,Unknown,1992-1997,0,0
Spiritual Dissolvent,Netherlands,Split-up,1999,Death/Doom Metal,Unknown,1999-2001,0,0
Spiritual Eclipse,United States,On hold,1995,Black/Death Metal,Unknown,1995-?,0,0
Spiritual Hate,Brazil,Active,2007,Black/Death Metal,Hate| Blasphemy| Anti-Christianity| Death,2007-present,0,0
Spiritual Live,Brazil,Split-up,2002,Death/Gothic Metal,Christianity,2002-2008,0,0
Spiritual War,Brazil,Active,2000,Death Metal/Grindcore,Christianity,2000-present,0,0
Spirituality,Lithuania,Split-up,1997,Death/Black Metal,Hate| Anti-Religion,1997-?,0,0
Spiritus,Cuba,Split-up,n,Doom/Death Metal,Life of Humanity| Death| War,,0,0
Spiritus Aedes,Russia,Split-up,1995,Death/Doom Metal,Unknown,1989-1992 (as Скальп Палача)| 1992-1995 (as Brutal Over Death)| 1995-?,0,0
Spiritus Sancti,Sweden,Active,2000,Death/Thrash Metal,Unknown,2000-present,0,0
Spitfire Symphony,Mexico,Changed name,2009,Death/Thrash Metal,Hate| Despair| Personal experiences| War| Life,2009-2012| 2012-present (as Inside of Death),0,0
Spithead,Belgium,Split-up,1987,Death/Thrash Metal,Unknown,1987-?,0,0
Spitting Blood,United Kingdom,Split-up,2004,Death Metal/Metalcore,Unknown,2004-?,0,0
Splatter,Sweden,Split-up,2003,Death Metal/Grindcore,Unknown,2003-?,0,0
Splatter Whore,United States,Split-up,2005,Death Metal/Grindcore,Pornography| Drinking| Sleazy Lifestyle,2005-?,0,0
Splattercraft,United States,Active,2003,Death/Thrash Metal,Unknown,2003-present,0,0
Splatterhead,Poland,Split-up,1999,Death Metal/Grindcore,Gore| Mysticism| Life,1999-?,0,0
Splatterreah,United States,Active,1988,Death Metal/Grindcore,Gore| Nonsense,1988-present,0,0
SplatterTech,United States,Split-up,2008,Death Metal/Grindcore,Unknown,2008-?,0,0
Split,France,Split-up,1994,Thrash/Death Metal,Ecology,1994-?,0,0
Split the Abyss,United States,Active,2007,Death/Thrash Metal,Violence,2007-present,0,0
Splither,Germany,Active,2006,Death/Thrash Metal,Unknown,2006-present,0,0
Splitter,Sweden,Split-up,2003,Death Metal/Grindcore,Society| Hate,2003-2012,0,0
Spoiled Fiction,Portugal,Active,2005,Death/Thrash Metal,Unknown,2005-present,0,0
Sporadic Discord,United States,Active,2008,Death Metal/Deathcore,Fantasy| Gore,2008-2010| 2011-present,0,0
Springdusk,Sweden,On hold,1999,Doom/Death Metal,Unknown,1999-?,0,0
Squadron,Germany,Split-up,2003,Groove/Death Metal,Death| Fight| Aliens,?-? (as Nein!)| ?-? (as Fatal Error)| 2003-?,0,0
Squalor,Austria,Split-up,2005,Death/Black Metal,Death| Chaos| Violence,2005-?,0,0
Square,Portugal,Active,2004,Thrash/Death Metal,Unknown,2004-present,0,0
Squirm,United Kingdom,Active,2013,Goregrind/Death Metal,Horror| Gore| Death| Zombies,2007-2010 (as Bandsaw Bondage)| 2010-2013 (as Predigest)| 2013-present,0,0
Squirtophobic,Austria,Unknown,2008,Death Metal/Grindcore,Porn| Sex,2008-2014| 2015-?,0,0
Srbosjek,Paraguay,Active,2011,Black/Death Metal,War| Torture| Satanism,2011-present,0,0
SS-20,Kazakhstan,Changed name,1990,Death/Thrash Metal,Spirituality| Philosophy,1990-1994| 1994-? (as Sermon),0,0
Stab Inc.,Russia,Active,2006,Death Metal/Metalcore,Death,2004-2006 (as Strigoi Mortii)| 2006-present,0,0
Stab Your Mistress,France,Split-up,2005,Death/Thrash Metal,Unknown,2005-?,0,0
Stahlsarg,United Kingdom,Active,2013,Black/Death Metal,Battles| History,2013-present,0,0
Stain of Death,United Kingdom,Active,n,Thrash/Death Metal,Unknown,,0,0
Stalwart,Russia,Active,1999,Death/Thrash Metal,Destruction| War| Violence| Death,1999-present,0,0
Standard Coil Company,Finland,Split-up,2003,Death/Thrash Metal,Unknown,2003-?,0,0
Stane,Botswana,Active,2005,Thrash/Death Metal,Standing one's ground| Independence| Warfare| Brutality,2005-present,0,0
Staph Terrorist,United States,Split-up,2008,Death Metal/Grindcore,Gore| Terror| Death,2008-?,0,0
Stasis,Italy,Active,n,Death Metal/Crust,Unknown,?-? (as Combat Stress Reaction)| ?-present,0,0
State of Malice,New Zealand,Active,2013,Death Metal/Deathcore,Unknown,2013-present,0,0
Stay Dead,Netherlands,Unknown,2001,Death Metal/Hardcore,Death| Gore,2001-?,0,0
Steadfast,Italy,Split-up,2003,Death Metal/Deathcore,Unknown,2003-?,0,0
Steak Chaos,Russia,Active,2005,Death Metal/Grindcore,Politics| Death,2005-present,0,0
Steak with Blood,Ukraine,Active,2009,Death Metal/Grindcore,Unknown,2009-present,0,0
Stealing Axion,United States,Split-up,2010,Progressive/Death Metal,Esoteric| Philosophy| Sci-Fi| Isolation,2010-2016,0,0
Steel Batallion,United States,Split-up,2002,Thrash/Death Metal,Unknown,2002-?,0,0
Steel Bearing Hand,United States,Active,2010,Death/Thrash Metal,Metal| Torture| Hatred,2009-2010 (as Live by the Sword)| 2010-present,0,0
Steel Cage,Italy,Active,1995,Death/Thrash Metal,Unknown,1995-present,0,0
Steengruis,Belgium,Active,2005,Death Metal/Grindcore,Gore| Depravity,2005-present,0,0
Stefano Zani's Project,Italy,Active,2012,Death/Thrash Metal,Evil| Sickness,2012-present,0,0
Stentor,United States,Split-up,n,Thrash/Death Metal,Unknown,,0,0
Step of Death,Italy,Unknown,2007,Death/Thrash Metal,Unknown,2007-?,0,0
Sterbhaus,Sweden,Active,2007,Thrash/Death Metal,Humor,2007-present,0,0
Sterill Bissing,Indonesia,Active,2009,Death/Black Metal,War,2008-2009 (as Trouble Maker)| 2009-present,0,0
Sternomastoid,France,Split-up,n,Death Metal/Grindcore,Gore| Death,,0,0
Stige,Italy,Active,2001,Thrash/Death Metal,Decay| Corruption| Hypocrisy| Death| War| Abuse,2001-present,0,0
Stigea,Mexico,Active,2001,Death/Thrash Metal,Unknown,2001-present,0,0
Stigma,Greece,Split-up,1987,Death/Thrash Metal,Society| Death| Anger,1987-1993,1,130
Stigma,Hungary,Changed name,2003,Death/Black Metal,Unknown,2003-2008| 2008-present (as Eradication),1,130
Stigmata,Sweden,Changed name,2000,Gothic/Death Metal,Darkness| Sorrow| Anti-Christianity,2000-2002| 2002-2010 (as Blinded Colony)| 2010-present (as The Blinded),0,0
Stiles,United States,Changed name,n,Death Metal/Grindcore,Unknown,?-?| ?-? (as Gut Reflex),0,0
Still Small Voice,United Kingdom,Unknown,n,Death Metal/Hardcore,Christianity,,0,0
Stillbirth,Germany,Changed name,n,Death Metal/Grindcore,Gore,?-2004| 2004-? (as Inkompetent),26,13156
Stillbirth,Germany,Active,1999,Brutal Death Metal| Deathcore,Gore| Death,1999-present,26,13156
Stillborn,Finland,Split-up,1989,Thrash/Death Metal,Unknown,1989-1990,0,0
Stillborn,Germany,Active,2004,Black/Death Metal,War| Hatred,2004-present,0,0
Stillborn,Poland,Active,1997,Death/Black Metal,Anti-Christianity| Satanism| Apotheosis of Death,1997-present,0,0
Stillborn,Serbia,Changed name,2003,Death/Thrash Metal,Hatred| War| Alcohol| Homicide,2003-2008| 2008-present (as Stillborn Sun),0,0
Stillborn,United Kingdom,Active,2006,Thrash/Death Metal,Unknown,2006-present,0,0
Stillburned,Finland,Split-up,2001,Death/Thrash Metal,Metaphoric,2001-?,0,0
Stink,Romania,On hold,2005,Death Metal/Grindcore,Gore| Death| Antihuman| Sex,2005-?,0,0
Stinkupus,Spain,Split-up,1989,Death Metal/Grindcore,Horror| Necrophilia,1989-?,0,0
Stockholm Syndrom,Austria,Active,2004,Death/Thrash Metal,Unknown,2004-present,0,0
Stodgy,Brazil,Active,2008,Thrash/Death Metal,Death| Politics| Relationships and Human beings,2008-present,0,0
Stomach Earth,United States,Active,2004,Doom/Death Metal,Unknown,2001-2004 (as Nyarlathotep)| 2004-present,0,0
Stone to Flesh,Serbia,Changed name,1996,Black/Death Metal,Evil| Slavic Paganism,1996-2001| 2001-present (as The Stone),0,0
Stone to Throw,Germany,Unknown,2002,Death/Thrash Metal,Unknown,2002-?,0,0
Stonehenge,Germany,Changed name,1998,Death/Thrash Metal,Unknown,1998| 1998-present (as Megalith),0,0
Stoning,Australia,Active,n,Death Metal/Grindcore,Unknown,,0,0
Storm Harvest,Germany,On hold,2007,Progressive/Death Metal,Unknown,2007-2008,0,0
Stormblood,Brazil,Split-up,2005,Thrash/Death Metal,War| Humanity issues| Thrashing lifestyle,2005-2010,0,0
Stormgrey,Lithuania,Active,2011,Thrash/Death Metal,Unknown,2011-present,0,0
Stormrider,Sweden,Split-up,1999,Black/Death Metal,Violence| Hatred| Anti-Christianity,1999-2010,0,0
Stormtroopers,Philippines,Active,2010,Black/Death Metal,War| Racial pride| Nationalism| Revenge| NS,2011-present,0,0
Stormvold,Spain,Active,2012,Black/Death Metal,Unknown,2012-present,0,0
Stortregn,Switzerland,Active,2006,Black/Death Metal,Sadness| Desolation,2005-2006 (as Divine's Smile)| 2006 (as Addict Repulsion)| 2006-present,0,0
Strage,Italy,Active,2007,Death/Thrash Metal,Death| Murder| Religion,2007-present,0,0
Straight from Hell,Germany,Active,2007,Death Metal/Deathcore,Unknown,2007-present,0,0
Straight Fuckin' Forward,Germany,On hold,2002,Death/Thrash Metal,Unknown,2002-?,0,0
Straight Hate,Poland,Active,2008,Grindcore/Death Metal,Unknown,2008-present,0,0
Straighthate,Greece,Split-up,1999,Death Metal/Grindcore,Anti-Christianity| Introspection| Militarism,1999-2008,0,0
Strange,Japan,Active,n,Death/Thrash Metal,Unknown,,0,0
Strange Feelings,Czech Republic,Active,2001,Death/Power Metal,Unknown,2001-present,0,0
Strangled,Germany,Active,2003,Thrash/Death Metal,Death| Horror| Society,2003-present,36,12306
Strangled in Public,United States,Active,2005,Death Metal/Grindcore,Unknown,2005-present,0,0
Strangled with Guts,Spain,Active,2005,Death Metal/Grindcore,Gore| Zombies,2005-present,0,0
Stratum,United States,Active,2004,Hardcore/Death Metal,Death| Hate| Suffering,2004-present,0,0
Stretcher,France,Split-up,n,Death/Thrash Metal,Unknown,,0,0
Stretcher,United States,Unknown,1997,Thrash/Death Metal,Unknown,1997-?,0,0
Stridor,Uruguay,Split-up,2004,Death/Thrash Metal,War| Death| Chaos| Destruction,2004-?,0,0
Strike Back,Germany,Split-up,1996,Death/Thrash Metal,Hate| Violence| Nationalism| Drugs,1996-?,0,0
Strix Nebulosa,United States,Active,2010,Death/Doom Metal,Unknown,2010-present,0,0
Stroke of Fate,Germany,Split-up,2003,Thrash/Death Metal,Hate,2003-?,0,0
Stronghold,United States,Split-up,1995,Death/Thrash Metal,War| White Power| National Socialism| Hate,1995-?,0,0
Struendo,Mexico,Split-up,n,Thrash/Death Metal,Darkness| Satan,,0,0
Struggle Against,Poland,Active,n,Black/Death Metal,Unknown,,0,0
Strychnia,United States,Active,2008,Death/Thrash Metal,Death| Gore,2008-present,0,0
Strym,Finland,Split-up,2000,Death/Black Metal,Unknown,2000-?,0,0
Stukstorm,Colombia,Active,2005,Black/Death Metal,War| Destruction| Honour,2005-present,0,0
Stull,United States,On hold,2003,Progressive/Death Metal,Unknown,1997-2000 (as Empyr)| 2003 (as Empyr)| 2003-present,0,0
Stump,United States,Split-up,2000,Death Metal/Grindcore,Feces,2000-2005,0,0
Stunning Cunts,Germany,Active,n,Death Metal/Grindcore,Unknown,,0,0
Stupid Slaughter,Brazil,Split-up,n,Death Metal/Grindcore,Unknown,,0,0
Sturm,Germany,Split-up,1996,Death/Thrash Metal,Unknown,1996-?,0,0
Sturmgewehr666,Poland,Active,2006,Black/Death Metal,Anti-Human| War,2006-present,0,0
Sturmtiger,Denmark,Active,2003,Death/Black Metal,World War I and II,2003-present,0,0
Stygian Apothegm,United States,Split-up,2006,Death/Thrash Metal,Unknown,2006-?,0,0
Stygmath,Poland,Active,2008,Death/Doom Metal,Unknown,2008-present,0,0
Subconscience,France,Active,2007,Black/Death Metal,Unknown,2007-present,0,0
Subculture,Portugal,Split-up,1996,Metalcore/Death Metal,War| society| personal issues,1996-?,0,0
Subdark,Portugal,Active,2005,Death/Thrash Metal,Unknown,2005-present,0,0
Subhuman,Italy,Active,2001,Thrash/Death Metal,Humour| Sex| Perversion,2001-present,0,0
Subjugation,Turkey,Active,2013,Grindcore/Death Metal,Unknown,2013-present,0,0
Sublime Cadaveric Decomposition,France,Active,1996,Death Metal/Grindcore,No Lyrics (1996-2003)| Political Themes,1996-present,15,5055
Submission,Denmark,Split-up,2003,Death/Thrash Metal,Life| hardship,2003-2010,0,0
Subser,Brazil,Active,2011,Death Metal/Grindcore,Unknown,2011-present,0,0
Subsidence,New Zealand,Split-up,n,Death/Groove Metal,Unknown,,0,0
Subsidence,United States,Split-up,1993,Death/Thrash Metal,Unknown,1993-?,0,0
Subsilence,United Kingdom,Active,2007,Doom/Death Metal,Unknown,2007-present,0,0
Substance for God,Israel,Split-up,1992,Death/Doom Metal,Agony| Misery| Death,1992-1996,0,0
Substans,France,Active,2003,Thrash/Death Metal,Unknown,2003-present,0,0
Subtera,Brazil,Split-up,2000,Death Metal/Metalcore,Social Issues| Society| Apocalypse,1993-2000 (as Core)| 2000-2008,0,0
Subterra de Mort,Russia,Changed name,2006,Death/Black Metal,Unknown,2006-2010| 2011 (as Sakkath)| 2011-present (as Dargonomel),0,0
Subterranean Disposition,Australia,Active,2011,Death/Doom Metal,Unknown,2011-present,0,197
Subterror,Brazil,Active,2009,Death Metal/Crust,Anti-Human| Nihilism| Personal Struggles| Hate,2009-present,0,0
Subtlety,United States,Active,2009,Death Metal/Grindcore,Unknown,2009-present,0,0
Subtrash,Germany,Active,n,Thrash/Death Metal,Unknown,,0,0
Suburb of Hell,Germany,Split-up,2005,Death Metal/Metalcore,Unknown,2005-2008,0,0
Suburban Terrorist,Slovakia,Active,2001,Death Metal/Hardcore,Unknown,2001-present,0,0
Succubus,Malaysia,Active,2011,Death/Thrash Metal,Torture| War| Death| Psychopathy| Evil,2011-present,0,0
Such a Scream,Belgium,Split-up,1999,Black/Death Metal,Life| Suffering,1999-?,0,0
Sucker Head,Indonesia,Active,1989,Death/Thrash Metal,Politics| Life,1989-present,0,0
Sucklar,Indonesia,Active,2010,Black/Death Metal,Life,2010-present,0,0
Sudden Death,France,Active,2004,Thrash/Death Metal,Unknown,2004-present,0,0
Sue a Side,Germany,Unknown,2004,Thrash/Death Metal,Unknown,2004-?,0,0
Suffer Brains,Poland,Split-up,n,Death Metal/Grindcore,Gore| Pain| Death| Destruction,,0,0
Suffer in Silence,Germany,Changed name,n,Gothic/Death Metal,Unknown,,0,0
Suffer in Silence,Greece,Unknown,2003,Gothic/Death Metal,Unknown,2003-?,0,0
Suffer Rage,Canada,Split-up,1993,Death/Thrash Metal,Dead bodies| cannibalism| possessed by evil,1993-?,0,0
Suffer System,United States,Active,2004,Hardcore/Death Metal,Unknown,2004-present,0,0
Sufferator,Brazil,Active,2015,Death/Thrash Metal,Unknown,2015-present,0,0
Suffering,Chile,Active,2003,Black/Death Metal,Hate| Death| Darkness,2003-present,0,0
Suffering,Finland,Unknown,n,Black/Death Metal,Death| Violence| Anti-Christianity,,0,0
Suffering,Indonesia,Split-up,n,Death Metal/Grindcore,Unknown,,0,0
Suffering Down,Spain,Unknown,1995,Black/Death Metal,Doom| War| Misanthropy,1995-?,0,0
Suffering Growl,Italy,Split-up,1996,Death Metal/Grindcore,Unknown,1996-?,0,0
Suffersystem,Germany,Active,2000,Death/Thrash Metal,Death| Anti-Religion| Suffering| Violence| Evil,2000-present,0,0
Sufferunder,Indonesia,Active,2012,Death Metal/Grindcore,Unknown,2012-present,0,0
Suffocate,Slovakia,Split-up,1992,Death Metal/Grindcore,Unknown,1992-?,0,0
Suffocate with Your Vomitus,Czech Republic,Changed name,2009,Death Metal/Deathcore,Existence,2009-?| ?-present (as Suffocate with Your Fame),0,0
Suffocation,France,Split-up,n,Death/Thrash Metal,Unknown,1988-1989,42,167173
Suffocator,Russia,Split-up,n,Thrash/Death Metal,Unknown,,0,0
Suggestive Thud,Germany,Unknown,2007,Death/Thrash Metal,Unknown,2007-?,0,0
Suicide,Austria,Active,1999,Death/Thrash Metal,Unknown,1999-present,2,278
Suicide,Brazil,Split-up,1987,Death/Thrash Metal,Unknown,1987-?,2,278
Suicide Culture,United States,Changed name,1997,Thrash/Death Metal,Unknown,1997-2003| 2003-present (as Funeral Age),0,0
Suicide of Demons,Belgium,Split-up,2005,Death/Thrash Metal,Animal Cruelty (early)| Personal Experiences (later),2005-2015,0,0
Suicide Salvation,Germany,Active,2001,Death Metal/Grindcore,Gore| Splatter| Porn,2001-present,0,0
Suicidio Project,Spain,Active,2005,Death Metal/Metalcore,Society's Decay,2005-present,0,0
Suiciety,United States,Changed name,1987,Thrash/Death Metal,Unknown,1987-1994| 1994-? (as Grone),0,0
Suiderbees,South Africa,Active,2009,Death/Black Metal,Anti-religion| War| Death,2009-present,0,0
Suigintou SS,United States,Split-up,2008,Black/Death Metal,Rozen Maiden| Evil| Death| Sadness,2008-2011,0,0
Sukkuby,Czech Republic,Unknown,n,Death/Doom Metal,Unknown,,0,0
Sulaco,United States,Active,2003,Death Metal/Grindcore,Unknown,2003-present,0,0
Sullen Eyes Sore,Germany,Split-up,2004,Death Metal/Metalcore,Unknown,2004-2012,0,0
Sullen Guest,Lithuania,Active,2013,Death/Doom Metal,Unknown,2013-present,0,0
Sulphur,Norway,Active,1999,Black/Death Metal,Satanism| Death| Hatred| Apocalyptic Visions,1996-1999 (as Taakeriket)| 1999-present,2,1281
Summer Suicide,Thailand,On hold,2006,Grindcore/Death Metal,Porn| Humour,2006-2011| 2013-present,0,0
Summoned,United States,Changed name,1994,Death Metal/Grindcore,Anti-Religion| Death| Violence,1994-1996| 1996-present (as Noctuary),0,0
Summoning Hate,United States,Active,n,Death/Thrash Metal,Anti-religion| Suicide| Protest,2005-? (as Downfall)| ?-present,0,0
Summoning of Flesh,Canada,Split-up,1993,Death Metal/Grindcore,Gore,1993-1995,0,0
Summoning Torments,Guatemala,Active,2009,Black/Death Metal,Anti Religion| Satanism| Destruction| Torments,2009-present,0,0
Sun Decays,Germany,Split-up,2001,Doom/Death Metal,Unknown,2001-2005,0,0
Sunday Melody,Italy,Active,2016,Black/Death Metal,Satan| Sex| Alcohol| Movies,2016-present,0,0
Sunkross,Chile,Split-up,2009,Death/Thrash Metal,Unknown,2009-2012,0,0
Suns Owl,Japan,Active,1994,Death/Thrash Metal,Unknown,1994-present,0,0
Sunstroke,Ukraine,Active,2009,Groove/Death Metal,Unknown,2009-present,0,0
Superbad,United States,Active,n,Grindcore/Death Metal,Violence| Anarchy| Hatred| Socio-Political,,0,0
Superior,Israel,Split-up,n,Thrash/Death Metal,Unknown,,0,0
Superior Enlightenment,Canada,Active,2006,Death/Black Metal,Conspiracy Theories| Apocalypse| Enlightenment,2006-present,0,0
Superius,Brazil,On hold,2005,Dark/Death Metal,Anti-Christianity| War| Violence| Darkness,2005-present,0,0
Supplication,United States,Active,2003,Death Metal/Grindcore,Death/Murder,2003-present,0,0
Supplicium,Bolivia,Active,1995,Doom/Death Metal,Death| suffering,1995-present,0,0
Supplicium,Mexico,Active,1991,Doom/Death Metal,Death| Sorrow| Loss| Despair,1991-1992 (as Immuted)| 1992-1994| 1994-?| 2010-present,0,0
Suppository,Netherlands,Split-up,1992,Death Metal/Grindcore,Death| Mockery,1992-2009,0,0
Suppurated Corpse,Bulgaria,Split-up,n,Death Metal/Grindcore,Flesh| Vomit| Pain,,0,0
Suppurating Wounds,El Salvador,Active,2006,Death Metal/Grindcore,Unknown,2006-present,0,0
Supra,Spain,Active,2009,Death/Thrash Metal,Unknown,2009-present,0,0
Supremacy,Germany,Split-up,n,Thrash/Death Metal,Unknown,1984-? (as Powerage)| ?-?,0,0
Supuration,France,Active,1990,Death/Doom Metal,Death| Abstract Themes,1989-1990 (as Etsicroxe)| 1990-present| 1995-present (as S.U.P.),0,0
Surface,Germany,Active,2010,Thrash/Death Metal,Unknown,2010-present,0,0
Surge of Hatred,United Kingdom,Split-up,2002,Black/Death Metal,Despair| Pain| Darkness,2002-?,0,0
Surgery,Mexico,Active,2009,Death Metal/Grindcore,Death| Gore| Violence| Sex,2009-present,0,0
Surgery,Spain,Split-up,1991,Death Metal/Grindcore,Death| Gore,1991-?,0,0
Surgical Strike,United States,Active,2012,Death/Thrash Metal,Politics| Space| War,2012-present,0,0
Surreal Thoughts,Germany,Active,2007,Progressive/Death Metal,Unknown,2007-present,0,0
Surrogoat,Estonia,Active,1999,Death/Thrash Metal,Death,1999-present,0,0
Survive the Wasteland,Portugal,Active,2010,Death Metal/Deathcore,Unknown,2007-2010 (as Suffochate)| 2010-present,0,0
Suspiral,Spain,Active,2014,Black/Death Metal,Unknown,2014-present,0,0
Suspiria,France,Split-up,1987,Thrash/Death Metal,Unknown,1987-?,0,0
Suspiria,Germany,Split-up,n,Death/Doom Metal,Unknown,,0,0
SustainCore,France,Active,2011,Thrash/Death Metal,Social Themes| Feelings,2011-present,0,0
Sutcliffe,Hungary,Split-up,1999,Death/Thrash Metal,Psychoserialkilling,1999-?,0,0
Suture Self,United States,Split-up,2004,Death/Thrash Metal,Unknown,2004-?,0,0
Svart Crown,France,Active,2004,Black/Death Metal,Decadence| Blasphemies| Perversion,2004-present,15,10109
Svarthamar,Germany,Active,2015,Thrash/Death Metal,Instrumental,2015-present,0,0
Svarthart,Belgium,Active,2011,Doom/Death Metal,death| grief| loneliness| human mind,2011-present,0,0
Svavelvinter,Sweden,Active,2014,Black/Death Metal,Anti-Christian| Personal Struggles,2014-present,0,0
Swallow the Dog,United States,Split-up,2010,Death/Thrash Metal,War| Violence| Drugs| Anti-Religion,2010-2014,0,0
Swallowed,Finland,Active,2007,Doom/Death Metal,Death| Gore| Morbidity| Violence,2007-present,0,0
Swamp,France,Split-up,1994,Industrial/Death Metal,Unknown,1994-?,0,0
Swamp Gas,United States,Active,2004,Death Metal/Grindcore,Death,2004-present,0,0
Swampy,Brazil,Active,2004,Death/Black Metal,Unknown,2004-present,0,0
Swarm of Eyes,United States,Active,2009,Death/Thrash Metal,Unknown,2009-present,0,0
Swarm of Serpents,United States,Active,2011,Black/Death Metal,Darkness| Hate| Anti-Christianity,2011-present,0,0
Swarrrm,Japan,Active,1996,Death Metal/Grindcore,Unknown,1996-present,0,0
Swarþ,Unknown,Active,n,Black/Death Metal,Death Worship| Plague| Medieval Occultism,,0,0
Swashbuckle,United States,Active,2005,Death/Thrash Metal,Pirates| Humor,2005-present,0,0
Swastika,Japan,Unknown,n,Death/Black Metal,Unknown,,0,0
Sway with Asperity,Germany,Unknown,2002,Death/Groove Metal,Unknown,2002-2005 (as Sway)| 2005-?,0,0
